Event	ID	Name			Wwise Object Path	Notes
	1061346095	ev_sfx_plr_foosteps			\Default Work Unit\ev_sfx_plr_foosteps	
	1156092748	ev_colour_grab_sequence			\Default Work Unit\ev_colour_grab_sequence	
	1186802106	ev_water_splash			\Default Work Unit\ev_water_splash	
	2911027737	ev_colour_place_sequence			\Default Work Unit\ev_colour_place_sequence	
	3149901282	ev_sfx_jumppad			\Default Work Unit\ev_sfx_jumppad	

Switch Group	ID	Name			Wwise Object Path	Notes
	2371526279	fs_material_switch_group			\Default Work Unit\fs_material_switch_group	
	2905878991	fs_movement_switch_group			\Default Work Unit\fs_movement_switch_group	

Switch	ID	Name	Switch Group			Notes
	1216965916	Stone	fs_material_switch_group			
	2195636714	Dirt	fs_material_switch_group			
	2473969246	Metal	fs_material_switch_group			
	2654748154	Water	fs_material_switch_group			
	340271938	Walking	fs_movement_switch_group			
	3863236874	Running	fs_movement_switch_group			

Effect plug-ins	ID	Name	Type				Notes
	340592174	Wwise Parametric EQ (Custom)	Wwise Parametric EQ			
	722449831	Wwise Parametric EQ (Custom)	Wwise Parametric EQ			
	1008402193	Low_Pass_20KHz	Wwise Parametric EQ			
	3604890626	High_Pass_60Hz	Wwise Parametric EQ			

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	6347590	Spectrum - sfx_fs_metal-004	I:\Applications (x86)\Unity Projects\Collab Projects\new project colour\ProjectColour\Project Colour\Project Colour_WwiseProject\.cache\Mac\SFX\Spectrum - sfx_fs_metal-004_060BE4F9.wem		\Actor-Mixer Hierarchy\Default Work Unit\gameMix\Player\Movement\sfx_plr_foosteps\walk_material\Metal_walk\Spectrum - sfx_fs_metal-004		6358
	25017904	FS_Water_Layer_48000_24	I:\Applications (x86)\Unity Projects\Collab Projects\new project colour\ProjectColour\Project Colour\Project Colour_WwiseProject\.cache\Mac\SFX\FS_Water_Layer_48000_24_060BE4F9.wem		\Actor-Mixer Hierarchy\Default Work Unit\gameMix\Player\Movement\sfx_plr_foosteps\walk_material\Water_walk\FS_Water_Layer_48000_24		5531
	33898006	FS_Water_Layer_48000_24-006	I:\Applications (x86)\Unity Projects\Collab Projects\new project colour\ProjectColour\Project Colour\Project Colour_WwiseProject\.cache\Mac\SFX\FS_Water_Layer_48000_24-006_060BE4F9.wem		\Actor-Mixer Hierarchy\Default Work Unit\gameMix\Player\Movement\sfx_plr_foosteps\walk_material\Water_walk\FS_Water_Layer_48000_24-006		4393
	55356466	sfx_Jeans_Rustle_Running_05	I:\Applications (x86)\Unity Projects\Collab Projects\new project colour\ProjectColour\Project Colour\Project Colour_WwiseProject\.cache\Mac\SFX\FS_Jeans_Rustle_Running_48khz_24bit (7)_060BE4F9.wem		\Actor-Mixer Hierarchy\Default Work Unit\gameMix\Player\Movement\sfx_plr_foosteps\run_material\run_clothing\sfx_Jeans_Rustle_Running_05		3535
